EPE  List of violations found by TARA screening [TARA Ver 2301.2.0.0 64-bit - Fri Jul 21 13:12:24 2023]

 Loadflow Case: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\22SSWG_2025_SUM1_U1_04-study.raw
 Study Data File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\SUB.sub
 Contingency File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\AllERCOTcontingencies.con (total 28174 contingencies)
 Monitor File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\MON.mon
 Exclude File: not provided
 Pre/Post Contingency PAR Adjustment: Adjusted/Fixed

 6123 violations for snapshot 22SSWG_2025_SUM1_U1_04-study.raw
 Monitored Facility                                    , Cont ID, Cont Name                                                      ,Type,   Rating,   Flow MW, Loading%, Head-Room, TotRedis,# of Helper Down,# of Harmer Up,# of External Harmer Up,
 59900 LONG_DRAW     345   59910 VOLTA         345  1  ,24995,DB_ID_39568,P5,   1723.0,    813.0,    47.19,    910.0,    -123.8,   0,   0,   0,
 44280 FTBEND__B138  138   44100 BRAZOS_S09_8  138  09 , 2011,DB_ID_17977,P1,    525.0,    333.6,    63.55,    191.4,    -123.6,   0,   0,   0,
 43261 SOWYCK26T1_8  138   44552 TV_QV__T26_8  138  26 ,12560,DB_ID_20780,P2,    498.0,    322.5,    64.77,    175.5,    -123.3,   0,   0,   0,
 44670 STAFRD_S05_8  138   44761 WCHASE_T05_8  138  05 ,12561,DB_ID_20782,P2,    498.0,    322.5,    64.75,    175.5,    -123.3,   0,   0,   0,
 47151 H_O_C_90T1_8  138   47322 KIRBY__T90_8  138  90 , 9119,DB_ID_18445,P2,    893.0,    480.2,    53.77,    412.8,    -123.0,   0,   0,   0,
  3390 JEWETT_S5     345    3380 BIGBRNE_5     345  1  ,25488,DB_ID_40229,P5,   1072.0,    551.6,    51.46,    520.4,    -122.8,   0,   0,   0,
 44171 CRABB_09T1_8  138   44570 READNG_S09_8  138  09 ,27070,DB_ID_21556,P7,    525.0,    332.8,    63.38,    192.2,    -122.8,   0,   0,   0,
 44300 FTBEND_C60_8  138   44230 FLEWLN__B138  138  60 ,    0,Base Case ,Base Case,    234.0,    216.3,    92.45,     17.7,    -122.7,   0,   0,   0,
 45750 EUREKA_S09_8  138   46615 WHITOK_B138B  138  09 ,27117,DB_ID_21735,P7,    440.0,    298.7,    67.89,    141.3,    -122.7,   0,   0,   0,
 11886 TIMBERVW_5    345    1931 COURTLND1_5   345  1  ,27926,DB_ID_36599,P7,   1595.4,    760.8,    47.69,    834.6,    -122.6,   0,   0,   0,
  1911 WEBB1_5       345    1929 CENTURY1_5    345  1  , 3950,DB_ID_46385,P1,   1072.0,    551.2,    51.42,    520.8,    -122.4,   0,   0,   0,
  1911 WEBB1_5       345    1929 CENTURY1_5    345  1  , 4575,DB_ID_46386,P1,   1072.0,    551.2,    51.42,    520.8,    -122.4,   0,   0,   0,
 44652 SIENNA05T1_8  138   44482 MOCITY05T2_8  138  05 ,12215,DB_ID_19533,P2,    580.0,    353.9,    61.02,    226.1,    -121.9,   0,   0,   0,
 47730 POLK___B138A  138   47500 DWNTWN__B138  138  91 , 2011,DB_ID_17977,P1,    294.0,    239.5,    81.45,     54.5,    -121.9,   0,   0,   0,
 44280 FTBEND__B138  138   44100 BRAZOS_S09_8  138  09 , 2078,DB_ID_18053,P1,    525.0,    331.8,    63.20,    193.2,    -121.8,   0,   0,   0,
  9041 LOSTPINES     345    7040 L_AUSTRO5_1Y  345  1  ,27615,DB_ID_27597,P7,   1700.0,    801.5,    47.15,    898.5,    -121.5,   0,   0,   0,
  3384 STJOHNS_5     345    3399 RAT_SNAKE_5   345  1  ,19354,DB_ID_41547,P5,   1072.0,    550.3,    51.33,    521.7,    -121.5,   0,   0,   0,
 45750 EUREKA_S09_8  138   46615 WHITOK_B138B  138  09 ,11955,DB_ID_18636,P2,    440.0,    297.5,    67.61,    142.5,    -121.5,   0,   0,   0,
 47013 BELAIR09T3_8  138   47380 SANFLP__09B8  138  09 ,27117,DB_ID_21735,P7,    893.0,    478.7,    53.60,    414.3,    -121.5,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  , 3941,DB_ID_46247,P1,   1631.0,    773.8,    47.44,    857.2,    -121.4,   0,   0,   0,
 21851 FLWMNDW_5     345     646 LEWISVLSW5_1  345  1  , 2994,DB_ID_30417,P1,   1568.0,    748.3,    47.72,    819.7,    -121.1,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  ,19278,DB_ID_40054,P5,   1631.0,    773.5,    47.42,    857.5,    -121.1,   0,   0,   0,
 44671 STAFRD_T09_8  138   44020 ALIEF__S09_8  138  09 ,    0,Base Case ,Base Case,    384.0,    274.7,    71.53,    109.3,    -121.1,   0,   0,   0,
 80220 CENIZO7A      345   80219 LOBO7A        345  2  ,  718,DB_ID_7996,P1,   1904.0,    882.7,    46.36,   1021.3,    -121.1,   0,   0,   0,
 80220 CENIZO7A      345   80219 LOBO7A        345  2  , 6347,DB_ID_7996_Dup1,P2,   1904.0,    882.7,    46.36,   1021.3,    -121.1,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  ,15117,DB_ID_46284,P4,   1631.0,    773.4,    47.42,    857.6,    -121.0,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  ,15118,DB_ID_46295,P4,   1631.0,    773.4,    47.42,    857.6,    -121.0,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  ,15115,DB_ID_46262,P4,   1631.0,    773.4,    47.42,    857.6,    -121.0,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  ,15116,DB_ID_46273,P4,   1631.0,    773.4,    47.42,    857.6,    -121.0,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  , 9546,DB_ID_46251,P2,   1631.0,    773.4,    47.42,    857.6,    -121.0,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  , 9545,DB_ID_46184,P2,   1631.0,    773.4,    47.42,    857.6,    -121.0,   0,   0,   0,
 46020 LIMEST_POI_5  345    3386 OUTLAW_5      345  1  ,26590,DB_ID_46251_Dup1,P5,   1631.0,    773.4,    47.42,    857.6,    -121.0,   0,   0,   0,
 44170 CRABB__S09_8  138   44171 CRABB_09T1_8  138  09 ,27068,DB_ID_21544,P7,    525.0,    331.0,    63.05,    194.0,    -121.0,   0,   0,   0,
 80220 CENIZO7A      345   80219 LOBO7A        345  1  ,  715,DB_ID_7993,P1,   1904.0,    882.4,    46.35,   1021.6,    -120.8,   0,   0,   0,
 80220 CENIZO7A      345   80219 LOBO7A        345  1  , 6346,DB_ID_7993_Dup1,P2,   1904.0,    882.4,    46.35,   1021.6,    -120.8,   0,   0,   0,
 44361 INTERM05T2_8  138   43260 SOWYCK_S05_8  138  05 ,12222,DB_ID_19561,P2,    384.0,    274.3,    71.44,    109.7,    -120.7,   0,   0,   0,
  1030 MRGNCRK_5     345    1025 FSCOGEN_5     345  1  ,27955,DB_ID_37497,P7,    956.0,    502.8,    52.60,    453.2,    -120.4,   0,   0,   0,
 47013 BELAIR09T3_8  138   47380 SANFLP__09B8  138  09 ,11955,DB_ID_18636,P2,    893.0,    477.5,    53.47,    415.5,    -120.3,   0,   0,   0,
 44670 STAFRD_S05_8  138   44761 WCHASE_T05_8  138  05 ,27070,DB_ID_21556,P7,    498.0,    319.4,    64.15,    178.6,    -120.2,   0,   0,   0,
 44280 FTBEND__B138  138   44100 BRAZOS_S09_8  138  09 ,12430,DB_ID_20238,P2,    525.0,    330.2,    62.89,    194.8,    -120.2,   0,   0,   0,
 44010 W_A_P__POI8A  138   44015 W_A_P__POI8B  138  R2 ,12559,DB_ID_20778,P2,    717.0,    406.9,    56.75,    310.1,    -120.1,   0,   0,   0,
  1730 W_KRUM_5      345     988 W_DENT_5      345  1  ,19312,DB_ID_40651,P5,   1631.0,    772.4,    47.36,    858.6,    -120.0,   0,   0,   0,
 44280 FTBEND__B138  138   44100 BRAZOS_S09_8  138  09 ,27070,DB_ID_21556,P7,    525.0,    329.9,    62.84,    195.1,    -119.9,   0,   0,   0,
 47151 H_O_C_90T1_8  138   47322 KIRBY__T90_8  138  90 , 2011,DB_ID_17977,P1,    893.0,    476.9,    53.40,    416.1,    -119.7,   0,   0,   0,
 44170 CRABB__S09_8  138   44171 CRABB_09T1_8  138  09 ,27192,DB_ID_22005,P7,    525.0,    329.6,    62.79,    195.4,    -119.6,   0,   0,   0,
  3391 JEWETT_N5     345    3381 BIGBRNW_5     345  1  ,25488,DB_ID_40229,P5,   1072.0,    548.3,    51.15,    523.7,    -119.5,   0,   0,   0,
  1906 VENUS_S5      345   11886 TIMBERVW_5    345  1  ,19297,DB_ID_40271,P5,   1072.0,    548.3,    51.15,    523.7,    -119.5,   0,   0,   0,
  1906 VENUS_S5      345   11886 TIMBERVW_5    345  1  ,18778,DB_ID_46393,P4,   1072.0,    548.3,    51.15,    523.7,    -119.5,   0,   0,   0,
  1906 VENUS_S5      345   11886 TIMBERVW_5    345  1  ,19365,DB_ID_46390,P5,   1072.0,    548.3,    51.15,    523.7,    -119.5,   0,   0,   0,
  1906 VENUS_S5      345   11886 TIMBERVW_5    345  1  ,18777,DB_ID_46392,P4,   1072.0,    548.3,    51.15,    523.7,    -119.5,   0,   0,   0,
 44310 HAYES___09B8  138   44120 BRITMR__B138  138  09 ,18875,DB_ID_21021,P5,    227.0,    210.3,    92.64,     16.7,    -119.5,   0,   0,   0,
 47380 SANFLP__09B8  138   47382 SANFLP_T09_8  138  09 ,    0,Base Case ,Base Case,    577.0,    350.3,    60.71,    226.7,    -119.5,   0,   0,   0,
  1902 JHNSONSW_P5   345    1907 VENUS_N5      345  1  ,25076,DB_ID_39671,P5,   1595.0,    757.3,    47.48,    837.7,    -119.3,   0,   0,   0,
  1900 COMCHPKW_5    345    1902 JHNSONSW_P5   345  1  ,15790,DB_ID_31379,P4,   1631.0,    771.5,    47.30,    859.5,    -119.1,   0,   0,   0,
  1900 COMCHPKW_5    345    1902 JHNSONSW_P5   345  1  , 3559,DB_ID_37398,P1,   1631.0,    771.5,    47.30,    859.5,    -119.1,   0,   0,   0,
  3414 TEMP_SS__5    345    3412 TEMP_PEC__5   345  1  , 3711,DB_ID_42812,P1,   1072.0,    547.8,    51.10,    524.2,    -119.0,   0,   0,   0,
 47380 SANFLP__09B8  138   47382 SANFLP_T09_8  138  09 ,27180,DB_ID_21970,P7,    717.0,    405.7,    56.58,    311.3,    -118.9,   0,   0,   0,
 47150 H_O_C___B138  138   47340 BUNKER_X08B8  138  08 ,27128,DB_ID_21776,P7,    561.0,    343.3,    61.19,    217.7,    -118.9,   0,   0,   0,
 44170 CRABB__S09_8  138   44171 CRABB_09T1_8  138  09 ,11940,DB_ID_18597,P2,    525.0,    328.8,    62.63,    196.2,    -118.8,   0,   0,   0,
 47380 SANFLP__09B8  138   47382 SANFLP_T09_8  138  09 ,27181,DB_ID_21972,P7,    717.0,    405.6,    56.56,    311.4,    -118.8,   0,   0,   0,
  1900 COMCHPKW_5    345    1902 JHNSONSW_P5   345  1  ,15793,DB_ID_32471,P4,   1631.0,    771.2,    47.28,    859.8,    -118.8,   0,   0,   0,
  1900 COMCHPKW_5    345    1902 JHNSONSW_P5   345  1  ,15798,DB_ID_32531,P4,   1631.0,    771.2,    47.28,    859.8,    -118.8,   0,   0,   0,
  1900 COMCHPKW_5    345    1902 JHNSONSW_P5   345  1  ,14991,DB_ID_32461_Dup1,P4,   1631.0,    771.2,    47.28,    859.8,    -118.8,   0,   0,   0,
  1900 COMCHPKW_5    345    1902 JHNSONSW_P5   345  1  ,15796,DB_ID_32509,P4,   1631.0,    771.2,    47.28,    859.8,    -118.8,   0,   0,   0,
  1900 COMCHPKW_5    345    1902 JHNSONSW_P5   345  1  ,15797,DB_ID_32519,P4,   1631.0,    771.2,    47.28,    859.8,    -118.8,   0,   0,   0,
  1900 COMCHPKW_5    345    1902 JHNSONSW_P5   345  1  , 9516,DB_ID_32461,P2,   1631.0,    771.2,    47.28,    859.8,    -118.8,   0,   0,   0,
  1900 COMCHPKW_5    345    1902 JHNSONSW_P5   345  1  ,17819,DB_ID_32461_Dup1,P4,   1631.0,    771.2,    47.28,    859.8,    -118.8,   0,   0,   0,
 44170 CRABB__S09_8  138   44171 CRABB_09T1_8  138  09 ,11939,DB_ID_18595,P2,    525.0,    328.7,    62.60,    196.3,    -118.7,   0,   0,   0,
 47110 GRANT___B138  138   47350 PLAZA___B138  138  08 , 2209,DB_ID_18217,P1,    498.0,    317.8,    63.81,    180.2,    -118.6,   0,   0,   0,
  1900 COMCHPKW_5    345    1902 JHNSONSW_P5   345  1  ,25725,DB_ID_40576,P5,   1631.0,    770.9,    47.26,    860.1,    -118.5,   0,   0,   0,
  1900 COMCHPKW_5    345    1902 JHNSONSW_P5   345  1  ,15789,DB_ID_31377,P4,   1631.0,    770.7,    47.26,    860.3,    -118.3,   0,   0,   0,
  3409 LAKE_CRK1_5   345    3402 LAKE_CRK2_5   345  1  , 3875,DB_ID_45481,P1,   1792.0,    835.0,    46.60,    957.0,    -118.2,   0,   0,   0,
  3409 LAKE_CRK1_5   345    3402 LAKE_CRK2_5   345  1  , 3873,DB_ID_45479,P1,   1792.0,    835.0,    46.60,    957.0,    -118.2,   0,   0,   0,
  3133 RICHLND2_5    345    3123 TRINDAD1_5    345  1  ,25488,DB_ID_40229,P5,   1072.0,    547.0,    51.03,    525.0,    -118.2,   0,   0,   0,
  3696 HUTTOSS__5    345  999872 AUTO1 _45     138  1  ,26383,DB_ID_41517,P5,    750.0,    418.2,    55.76,    331.8,    -118.2,   0,   0,   0,
  3409 LAKE_CRK1_5   345    3402 LAKE_CRK2_5   345  1  , 6438,DB_ID_45671,P2,   1792.0,    834.9,    46.59,    957.1,    -118.1,   0,   0,   0,
  3409 LAKE_CRK1_5   345    3402 LAKE_CRK2_5   345  1  ,19262,DB_ID_39869,P5,   1792.0,    834.9,    46.59,    957.1,    -118.1,   0,   0,   0,
  3409 LAKE_CRK1_5   345    3402 LAKE_CRK2_5   345  1  ,14309,DB_ID_45659,P4,   1792.0,    834.9,    46.59,    957.1,    -118.1,   0,   0,   0,
  3409 LAKE_CRK1_5   345    3402 LAKE_CRK2_5   345  1  ,14310,DB_ID_45661,P4,   1792.0,    834.9,    46.59,    957.1,    -118.1,   0,   0,   0,
  7042 L_ZORN__5_1Y  345    9074 LYTTON5       345  1  , 9826,DB_ID_932,P2,    883.0,    471.3,    53.37,    411.7,    -118.1,   0,   0,   0,
  2453 CNVLSW1_5     345     973 MCCREE_5      345  1  ,19324,DB_ID_40804,P5,   1774.0,    827.6,    46.65,    946.4,    -118.0,   0,   0,   0,
 43261 SOWYCK26T1_8  138   44552 TV_QV__T26_8  138  26 ,12217,DB_ID_19541,P2,    498.0,    317.2,    63.69,    180.8,    -118.0,   0,   0,   0,
  3409 LAKE_CRK1_5   345    3402 LAKE_CRK2_5   345  1  , 3878,DB_ID_45494,P1,   1792.0,    834.6,    46.58,    957.4,    -117.8,   0,   0,   0,
999872 AUTO1 _45     138    3666 HUTTOSS1_8    138  1  ,26383,DB_ID_41517,P5,    750.0,    417.8,    55.70,    332.2,    -117.8,   0,   0,   0,
 44591 ROARK_25T7_8  138   44590 ROARK__S25_8  138  25 ,27196,DB_ID_22019,P7,    498.0,    316.9,    63.63,    181.1,    -117.7,   0,   0,   0,
 44591 ROARK_25T7_8  138   44590 ROARK__S25_8  138  25 , 9942,DB_ID_19691,P2,    498.0,    316.9,    63.63,    181.1,    -117.7,   0,   0,   0,
 44310 HAYES___09B8  138   44120 BRITMR__B138  138  09 , 2015,DB_ID_17981,P1,    227.0,    208.4,    91.80,     18.6,    -117.6,   0,   0,   0,
 47461 WESTWD_T25_8  138   44591 ROARK_25T7_8  138  25 , 9942,DB_ID_19691,P2,    580.0,    349.3,    60.22,    230.7,    -117.3,   0,   0,   0,
 47461 WESTWD_T25_8  138   44591 ROARK_25T7_8  138  25 ,27196,DB_ID_22019,P7,    580.0,    349.3,    60.22,    230.7,    -117.3,   0,   0,   0,
 44280 FTBEND__B138  138   44100 BRAZOS_S09_8  138  09 ,12223,DB_ID_19571,P2,    525.0,    327.2,    62.33,    197.8,    -117.2,   0,   0,   0,
 47708 MIDTWN90LR8B  138   47706 MIDTWN_90B8B  138  R2 ,27124,DB_ID_21753,P7,    525.0,    327.2,    62.32,    197.8,    -117.2,   0,   0,   0,
  5915 SO_TEX__345A  345   47531 JONCRK18LR    345  18 , 9838,DB_ID_1342,P2,   1450.0,    697.1,    48.08,    752.9,    -117.1,   0,   0,   0,
  5915 SO_TEX__345A  345   47531 JONCRK18LR    345  18 , 9989,DB_ID_20492,P2,   1450.0,    697.1,    48.08,    752.9,    -117.1,   0,   0,   0,
  1911 WEBB1_5       345    1929 CENTURY1_5    345  1  ,25735,DB_ID_40587,P5,   1072.0,    545.8,    50.91,    526.2,    -117.0,   0,   0,   0,
 44362 INTERM26T1_8  138   42041 CC_AM_TAP26   138  26 ,12546,DB_ID_20729,P2,    498.0,    316.1,    63.48,    181.9,    -116.9,   0,   0,   0,
 43261 SOWYCK26T1_8  138   44552 TV_QV__T26_8  138  26 , 2015,DB_ID_17981,P1,    498.0,    316.0,    63.45,    182.0,    -116.8,   0,   0,   0,
  9041 LOSTPINES     345    7040 L_AUSTRO5_1Y  345  1  ,18355,DB_ID_44,P4,   1700.0,    796.7,    46.86,    903.3,    -116.7,   0,   0,   0,
 40240 CENTER_POI_5  345   42000 P_H_R___B345  345  97 ,18856,DB_ID_21180,P5,   1450.0,    696.6,    48.04,    753.4,    -116.6,   0,   0,   0,
 40240 CENTER_POI_5  345   42000 P_H_R___B345  345  97 , 1965,DB_ID_17929,P1,   1450.0,    696.6,    48.04,    753.4,    -116.6,   0,   0,   0,
 44170 CRABB__S09_8  138   44171 CRABB_09T1_8  138  09 , 2043,DB_ID_18011,P1,    525.0,    326.5,    62.19,    198.5,    -116.5,   0,   0,   0,
 44170 CRABB__S09_8  138   44171 CRABB_09T1_8  138  09 ,12232,DB_ID_19597,P2,    525.0,    326.2,    62.14,    198.8,    -116.2,   0,   0,   0,
  3381 BIGBRNW_5     345   68091 NAVARRO       345  2  ,28105,DB_ID_45962,P7,   1195.0,    594.2,    49.73,    600.8,    -116.2,   0,   0,   0,
 40240 CENTER_POI_5  345   42000 P_H_R___B345  345  97 ,12317,DB_ID_19882,P2,   1450.0,    696.1,    48.00,    753.9,    -116.1,   0,   0,   0,
 40240 CENTER_POI_5  345   42000 P_H_R___B345  345  97 , 9956,DB_ID_19884,P2,   1450.0,    695.7,    47.98,    754.3,    -115.7,   0,   0,   0,
 44590 ROARK__S25_8  138   44592 ROARK_25T8_8  138  25 ,27124,DB_ID_21753,P7,    469.0,    303.2,    64.65,    165.8,    -115.6,   0,   0,   0,
 40240 CENTER_POI_5  345   42000 P_H_R___B345  345  97 , 9961,DB_ID_20006,P2,   1450.0,    695.6,    47.97,    754.4,    -115.6,   0,   0,   0,
  1904 WEBB3_5       345    2420 CHILSW1_5     345  1  ,28105,DB_ID_45962,P7,   1595.0,    753.5,    47.24,    841.5,    -115.5,   0,   0,   0,
 47707 MIDTWN_90B8C  138   47709 MIDTWN90LR8A  138  R1 ,27124,DB_ID_21753,P7,    525.0,    325.5,    61.99,    199.5,    -115.5,   0,   0,   0,
 45500 T_H_W__POI_5  345  999727 4007037       138  A1 ,27221,DB_ID_22095,P7,    772.0,    424.1,    54.94,    347.9,    -115.3,   0,   0,   0,
 45500 T_H_W__POI_5  345  999727 4007037       138  A1 , 9912,DB_ID_18509,P2,    772.0,    424.0,    54.92,    348.0,    -115.2,   0,   0,   0,
 45750 EUREKA_S09_8  138   46615 WHITOK_B138B  138  09 ,27118,DB_ID_21737,P7,    440.0,    291.0,    66.14,    149.0,    -115.0,   0,   0,   0,
999727 4007037       138   45510 T_H_W___B138  138  A1 ,27221,DB_ID_22095,P7,    772.0,    423.8,    54.89,    348.2,    -115.0,   0,   0,   0,
 40240 CENTER_POI_5  345   42000 P_H_R___B345  345  97 , 9958,DB_ID_20000,P2,   1450.0,    694.9,    47.93,    755.1,    -114.9,   0,   0,   0,
999727 4007037       138   45510 T_H_W___B138  138  A1 , 9912,DB_ID_18509,P2,    772.0,    423.6,    54.87,    348.4,    -114.8,   0,   0,   0,
 47150 H_O_C___B138  138   47340 BUNKER_X08B8  138  08 , 2011,DB_ID_17977,P1,    561.0,    338.6,    60.35,    222.4,    -114.2,   0,   0,   0,
  3133 RICHLND2_5    345    3123 TRINDAD1_5    345  1  ,19334,DB_ID_41328,P5,   1072.0,    543.0,    50.65,    529.0,    -114.2,   0,   0,   0,
  9041 LOSTPINES     345    7040 L_AUSTRO5_1Y  345  1  ,27612,DB_ID_27589,P7,   1700.0,    794.1,    46.71,    905.9,    -114.1,   0,   0,   0,
 44551 TV_QV__T02_8  138   44180 DEWALT_S02_8  138  02 ,    0,Base Case ,Base Case,    440.0,    290.0,    65.92,    150.0,    -114.0,   0,   0,   0,
  9041 LOSTPINES     345    7040 L_AUSTRO5_1Y  345  1  , 6066,DB_ID_970,P2,   1700.0,    794.0,    46.71,    906.0,    -114.0,   0,   0,   0,
 47013 BELAIR09T3_8  138   47380 SANFLP__09B8  138  09 ,27118,DB_ID_21737,P7,    893.0,    471.0,    52.74,    422.0,    -113.8,   0,   0,   0,
  9041 LOSTPINES     345    7040 L_AUSTRO5_1Y  345  1  , 2560,DB_ID_27775,P1,   1700.0,    793.5,    46.68,    906.5,    -113.5,   0,   0,   0,
  1030 MRGNCRK_5     345    1058 LONGSHORE_5   345  1  ,15843,DB_ID_37637_Dup2,P4,   1072.0,    542.2,    50.58,    529.8,    -113.4,   0,   0,   0,
  1030 MRGNCRK_5     345    1058 LONGSHORE_5   345  1  ,15010,DB_ID_37637,P4,   1072.0,    542.2,    50.58,    529.8,    -113.4,   0,   0,   0,
  1030 MRGNCRK_5     345    1058 LONGSHORE_5   345  1  ,15578,DB_ID_37637_Dup1,P4,   1072.0,    542.2,    50.58,    529.8,    -113.4,   0,   0,   0,
 43261 SOWYCK26T1_8  138   44552 TV_QV__T26_8  138  26 ,    0,Base Case ,Base Case,    384.0,    266.8,    69.49,    117.2,    -113.2,   0,   0,   0,
 42511 DOW____B138B  138  999746 14UY970102    138  A6 ,27140,DB_ID_21829,P7,    956.0,    495.6,    51.85,    460.4,    -113.2,   0,   0,   0,
999746 14UY970102    138   42500 DOW____POI_5  345  A6 ,27140,DB_ID_21829,P7,    956.0,    495.6,    51.84,    460.4,    -113.2,   0,   0,   0,
 47110 GRANT___B138  138   47350 PLAZA___B138  138  08 , 2210,DB_ID_18222,P1,    498.0,    312.4,    62.73,    185.6,    -113.2,   0,   0,   0,
  1685 FARMVLSW_5    345    2461 ROYSE_N5      345  1  ,    0,Base Case ,Base Case,   1072.0,    542.0,    50.56,    530.0,    -113.2,   0,   0,   0,
 44170 CRABB__S09_8  138   44171 CRABB_09T1_8  138  09 , 1626,DB_ID_17514,P1,    525.0,    323.2,    61.56,    201.8,    -113.2,   0,   0,   0,
 43261 SOWYCK26T1_8  138   44552 TV_QV__T26_8  138  26 , 2166,DB_ID_18149,P1,    498.0,    312.4,    62.72,    185.6,    -113.2,   0,   0,   0,
  9041 LOSTPINES     345    7040 L_AUSTRO5_1Y  345  1  ,10069,DB_ID_26071,P2,   1700.0,    793.1,    46.65,    906.9,    -113.1,   0,   0,   0,
  9041 LOSTPINES     345    7040 L_AUSTRO5_1Y  345  1  ,14214,DB_ID_26071_Dup1,P4,   1700.0,    793.1,    46.65,    906.9,    -113.1,   0,   0,   0,
 47331 KNIGHT08T1_8  138   47420 STADIM_S08_8  138  08 ,18943,DB_ID_21148,P5,    561.0,    337.3,    60.13,    223.7,    -112.9,   0,   0,   0,
 47730 POLK___B138A  138   47600 E_SIDE__B138  138  91 ,27174,DB_ID_21948,P7,    478.0,    304.1,    63.62,    173.9,    -112.9,   0,   0,   0,
 47730 POLK___B138A  138   47600 E_SIDE__B138  138  91 ,12092,DB_ID_19082,P2,    478.0,    304.1,    63.61,    173.9,    -112.9,   0,   0,   0,
  3384 STJOHNS_5     345    3399 RAT_SNAKE_5   345  1  ,25488,DB_ID_40229,P5,   1072.0,    541.6,    50.52,    530.4,    -112.8,   0,   0,   0,
  3403 LAKE_HALL_5   345    3405 THOUSE__5     345  1  ,25488,DB_ID_40229,P5,   1072.0,    541.4,    50.51,    530.6,    -112.6,   0,   0,   0,
 80307 DELSOL7C      345   80225 CENIZO7C      345  1  , 6332,DB_ID_7505_Dup1,P2,   1904.0,    874.2,    45.91,   1029.8,    -112.6,   0,   0,   0,
 80307 DELSOL7C      345   80225 CENIZO7C      345  1  ,  431,DB_ID_7505,P1,   1904.0,    874.2,    45.91,   1029.8,    -112.6,   0,   0,   0,
 44652 SIENNA05T1_8  138   44482 MOCITY05T2_8  138  05 ,12566,DB_ID_20800,P2,    580.0,    344.3,    59.36,    235.7,    -112.3,   0,   0,   0,
 44652 SIENNA05T1_8  138   44482 MOCITY05T2_8  138  05 ,27235,DB_ID_22134,P7,    580.0,    344.3,    59.36,    235.7,    -112.3,   0,   0,   0,
 42400 REFUGE_POI_5  345   47532 JONCRK27LR    345  27 ,    0,Base Case ,Base Case,   1450.0,    692.1,    47.73,    757.9,    -112.1,   0,   0,   0,
  1030 MRGNCRK_5     345    1058 LONGSHORE_5   345  1  ,19246,DB_ID_39269,P5,   1072.0,    540.6,    50.43,    531.4,    -111.8,   0,   0,   0,
 47380 SANFLP__09B8  138   47382 SANFLP_T09_8  138  09 ,12178,DB_ID_19379,P2,    717.0,    398.6,    55.59,    318.4,    -111.8,   0,   0,   0,
 44170 CRABB__S09_8  138   44171 CRABB_09T1_8  138  09 ,18875,DB_ID_21021,P5,    525.0,    321.7,    61.27,    203.3,    -111.7,   0,   0,   0,
 47442 ULRICH_T24_8  138   47191 HILCRF24T1_8  138  24 ,12623,DB_ID_20939,P2,    580.0,    343.5,    59.23,    236.5,    -111.5,   0,   0,   0,
 44081 BLURIG_T05_8  138   47170 H_O_C__POI_8  138  05 ,27070,DB_ID_21556,P7,    561.0,    335.9,    59.87,    225.1,    -111.5,   0,   0,   0,
  3381 BIGBRNW_5     345   68091 NAVARRO       345  2  ,14312,DB_ID_45759,P4,   1195.0,    589.4,    49.32,    605.6,    -111.4,   0,   0,   0,
  3381 BIGBRNW_5     345   68091 NAVARRO       345  2  ,15418,DB_ID_45759_Dup1,P4,   1195.0,    589.4,    49.32,    605.6,    -111.4,   0,   0,   0,
  3381 BIGBRNW_5     345   68091 NAVARRO       345  2  ,14311,DB_ID_45749,P4,   1195.0,    589.4,    49.32,    605.6,    -111.4,   0,   0,   0,
  3381 BIGBRNW_5     345   68091 NAVARRO       345  2  ,19337,DB_ID_41336,P5,   1195.0,    589.4,    49.32,    605.6,    -111.4,   0,   0,   0,
  3381 BIGBRNW_5     345   68091 NAVARRO       345  2  ,15419,DB_ID_45769_Dup1,P4,   1195.0,    589.4,    49.32,    605.6,    -111.4,   0,   0,   0,
  3381 BIGBRNW_5     345   68091 NAVARRO       345  2  ,14313,DB_ID_45769,P4,   1195.0,    589.4,    49.32,    605.6,    -111.4,   0,   0,   0,
  3381 BIGBRNW_5     345   68091 NAVARRO       345  2  ,15417,DB_ID_45749_Dup1,P4,   1195.0,    589.4,    49.32,    605.6,    -111.4,   0,   0,   0,
